"","game","Point","Our score at pull","Opponent's score at pull","Started on offense?","Scored?","Possessions","Passes","Turnovers","Thrower errors","Receiver errors","Defensive blocks","Opposition errors","Secondary assist","Assist","Goal"
"209","UNC 2025-03-02_11-59",27,13,13,0,1,1,5,0,0,0,1,0,"Calan Kirkpatrick","Sam Green","Tomo Liou"
"210","UNC 2025-03-02_11-59",28,14,13,0,0,0,0,0,0,0,0,0,NA,NA,NA
"211","UNC 2025-03-02_11-59",29,14,14,1,0,3,25,3,2,1,2,0,NA,NA,NA
"212","UNC 2025-03-02_11-59",30,14,15,1,0,0,0,0,0,0,0,0,NA,NA,NA
"213","Utah State 2025-01-31_11-40",1,0,0,1,0,1,2,1,0,1,0,0,NA,NA,NA
"214","Utah State 2025-01-31_11-40",2,0,1,1,1,1,1,0,0,0,0,0,NA,"Caelan McSweeney","Ian Buchanon"
"215","Utah State 2025-01-31_11-40",3,1,1,0,0,3,11,3,1,2,3,0,NA,NA,NA
"216","Utah State 2025-01-31_11-40",4,1,2,1,1,1,1,0,0,0,0,0,NA,"Mason Stone","Shiff Burt"
"217","Utah State 2025-01-31_11-40",5,2,2,0,0,3,12,3,3,0,0,3,NA,NA,NA
"218","Utah State 2025-01-31_11-40",6,2,3,1,1,1,7,0,0,0,0,0,"Griffin Gee","Caelan McSweeney","Roan Dunkerley"
"219","Utah State 2025-01-31_11-40",7,3,3,0,0,2,17,2,2,0,0,2,NA,NA,NA
"220","Utah State 2025-01-31_11-40",8,3,4,1,1,3,11,2,1,1,2,0,"Luca Harwood","Calan Kirkpatrick","Caelan McSweeney"
"221","Utah State 2025-01-31_11-40",9,4,4,0,1,2,12,1,0,1,1,1,"Carter Hawkins","Ethan Lieman","Shiff Burt"
"222","Utah State 2025-01-31_11-40",10,5,4,0,0,0,0,0,0,0,0,0,NA,NA,NA
"223","Utah State 2025-01-31_11-40",11,5,5,1,1,2,2,1,1,1,1,0,NA,"Carter Hawkins","Griffin Gee"
"224","Utah State 2025-01-31_11-40",12,6,5,0,0,0,0,0,0,0,0,0,NA,NA,NA
"225","Utah State 2025-01-31_11-40",13,6,6,1,1,2,24,1,1,0,0,1,"Carter Hawkins","Luca Harwood","Roan Dunkerley"
"226","Utah State 2025-01-31_11-40",14,7,6,0,1,2,9,1,1,0,0,2,NA,"Artie Aucoin","Calan Kirkpatrick"
"227","Utah State 2025-01-31_11-40",15,8,6,0,0,0,0,0,0,0,0,0,NA,NA,NA
"228","Utah State 2025-01-31_11-40",16,8,7,1,1,1,1,0,0,0,0,0,NA,"Caelan McSweeney","Gavin Abrahamson"
"229","Utah State 2025-01-31_11-40",17,9,7,0,0,1,6,1,1,0,0,1,NA,NA,NA
"230","Utah State 2025-01-31_11-40",18,9,8,1,1,1,10,0,0,0,0,0,"Ethan Lieman","Caelan McSweeney","Griffin Gee"
"231","Utah State 2025-01-31_11-40",19,10,8,0,0,0,0,0,0,0,0,0,NA,NA,NA
"232","UVM 2025-02-01_17-50",1,0,0,1,1,1,3,0,0,0,0,0,"Caelan McSweeney","Luca Harwood","Ethan Lieman"
"233","UVM 2025-02-01_17-50",2,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"234","UVM 2025-02-01_17-50",3,1,1,1,0,2,19,2,2,0,1,0,NA,NA,NA
"235","UVM 2025-02-01_17-50",4,1,2,1,0,1,5,1,1,0,0,0,NA,NA,NA
"236","UVM 2025-02-01_17-50",5,1,3,1,1,1,7,0,0,0,0,0,"Carter Hawkins","Caelan McSweeney","Ethan Lieman"
"237","UVM 2025-02-01_17-50",6,2,3,1,1,1,2,0,0,0,0,1,NA,"Luca Harwood",NA
"238","UVM 2025-02-01_17-50",7,3,3,0,0,0,0,0,0,0,0,0,NA,NA,NA
"239","UVM 2025-02-01_17-50",8,3,4,1,1,1,1,0,0,0,0,0,NA,"Artie Aucoin","Ian Buchanon"
"240","UVM 2025-02-01_17-50",9,4,4,0,1,2,16,1,1,0,2,0,"Gavin Abrahamson","Calan Kirkpatrick","Mason Stone"
"241","UVM 2025-02-01_17-50",10,5,4,0,1,1,7,0,0,0,0,1,"Artie Aucoin","Toby Paperno","Sam Green"
"242","UVM 2025-02-01_17-50",11,6,4,0,1,1,9,0,0,0,1,0,"Jonathan Coombs","Leo Narbonne","Ian Buchanon"
"243","UVM 2025-02-01_17-50",12,7,4,0,1,2,12,1,1,0,0,2,"Artie Aucoin","Mason Stone","Ian Buchanon"
"244","UVM 2025-02-01_17-50",13,8,4,0,0,0,0,0,0,0,0,0,NA,NA,NA
"245","UVM 2025-02-01_17-50",14,8,5,1,1,1,4,0,0,0,0,0,"Mason Stone","Caelan McSweeney","Ethan Lieman"
"246","UVM 2025-02-01_17-50",15,9,5,0,1,1,14,0,0,0,0,1,"Caelan McSweeney","Luca Harwood","Artie Aucoin"
"247","UVM 2025-02-01_17-50",16,10,5,0,0,2,17,2,2,0,1,1,NA,NA,NA
"248","UVM 2025-02-01_17-50",17,10,6,1,1,2,16,1,1,0,1,0,"Gavin Abrahamson","Caelan McSweeney","Ethan Lieman"
"249","UVM 2025-02-01_17-50",18,11,6,0,0,0,0,0,0,0,0,0,NA,NA,NA
"250","UVM 2025-02-01_17-50",19,11,7,1,1,1,9,0,0,0,0,0,"Caelan McSweeney","Calan Kirkpatrick","Shiff Burt"
"251","UVM 2025-02-01_17-50",20,12,7,0,0,1,2,1,0,1,0,1,NA,NA,NA
"252","UVM 2025-02-01_17-50",21,12,8,1,1,3,20,2,2,0,1,1,"Mason Stone","Artie Aucoin","Mason Stone"
"253","UVM 2025-02-01_17-50",22,13,8,0,0,0,0,0,0,0,0,0,NA,NA,NA
"254","Vermont 2025-03-02_08-00",1,0,0,1,1,2,10,1,1,0,1,0,"Griffin Gee","Caelan McSweeney","Ethan Lieman"
"255","Vermont 2025-03-02_08-00",2,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"256","Vermont 2025-03-02_08-00",3,1,1,1,1,2,9,1,1,0,0,1,NA,"Caelan McSweeney","Shiff Burt"
"257","Vermont 2025-03-02_08-00",4,2,1,0,1,2,7,0,0,0,1,1,"Ethan Lieman","Artie Aucoin","Jonathan Coombs"
"258","Vermont 2025-03-02_08-00",5,3,1,0,0,2,10,2,2,0,1,1,NA,NA,NA
"259","Vermont 2025-03-02_08-00",6,3,2,1,1,3,9,2,2,0,1,1,NA,"Caelan McSweeney","Ethan Lieman"
"260","Vermont 2025-03-02_08-00",7,4,2,0,0,0,0,0,0,0,0,0,NA,NA,NA
"261","Vermont 2025-03-02_08-00",8,4,3,1,1,2,21,1,1,0,0,1,"Ethan Lieman","Griffin Gee","Ethan Lieman"
"262","Vermont 2025-03-02_08-00",9,5,3,0,0,1,8,1,0,1,1,0,NA,NA,NA
"263","Vermont 2025-03-02_08-00",10,5,4,1,0,1,2,1,0,1,0,0,NA,NA,NA
"264","Vermont 2025-03-02_08-00",11,5,5,1,1,1,8,0,0,0,0,0,"Carter Hawkins","Caelan McSweeney","Ethan Lieman"
"265","Vermont 2025-03-02_08-00",12,6,5,0,1,1,2,0,0,0,1,0,"Ethan Lieman","Calan Kirkpatrick","Ethan Lieman"
"266","Vermont 2025-03-02_08-00",13,7,5,0,1,1,4,0,0,0,1,0,"Chaz Norris","Calan Kirkpatrick","Ethan Lieman"
"267","Vermont 2025-03-02_08-00",14,8,5,0,1,2,18,1,1,0,1,1,"Leo Narbonne","Toby Paperno","Artie Aucoin"
"268","Vermont 2025-03-02_08-00",15,9,5,0,1,1,5,0,0,0,0,1,"Calan Kirkpatrick","Leo Narbonne","Jonathan Coombs"
"269","Vermont 2025-03-02_08-00",16,10,5,0,0,0,0,0,0,0,0,0,NA,NA,NA
"270","Vermont 2025-03-02_08-00",17,10,6,1,0,1,8,1,1,0,0,0,NA,NA,NA
"271","Vermont 2025-03-02_08-00",18,10,7,1,1,1,4,0,0,0,0,0,"Mason Stone","Luca Harwood","Roan Dunkerley"
"272","Vermont 2025-03-02_08-00",19,11,7,0,1,3,7,2,1,1,1,2,"Toby Paperno","Shiff Burt","Artie Aucoin"
"273","Vermont 2025-03-02_08-00",20,12,7,0,0,0,0,0,0,0,0,0,NA,NA,NA
"274","Vermont 2025-03-02_08-00",21,12,8,1,1,1,10,0,0,0,0,0,"Ethan Lieman","Caelan McSweeney","Carter Hawkins"
"275","Vermont 2025-03-02_08-00",22,13,8,0,0,0,0,0,0,0,0,0,NA,NA,NA
"276","Vermont 2025-03-02_08-00",23,13,9,1,1,1,13,0,0,0,0,0,"Ethan Lieman","Carter Hawkins","Roan Dunkerley"
"277","Vermont 2025-03-02_08-00",24,14,9,0,0,0,0,0,0,0,0,0,NA,NA,NA
"278","Vermont 2025-03-02_08-00",25,14,10,1,1,1,7,0,0,0,0,0,"Griffin Gee","Carter Hawkins","Shiff Burt"
"279","Vermont 2025-03-02_08-00",26,15,10,0,0,0,0,0,0,0,0,0,NA,NA,NA
"280","Virginia Tech 2025-02-01_11-40",1,0,0,1,1,1,3,0,0,0,0,0,"Ethan Lieman","Luca Harwood","Roan Dunkerley"
"281","Virginia Tech 2025-02-01_11-40",2,1,0,0,0,1,5,1,1,0,1,0,NA,NA,NA
"282","Virginia Tech 2025-02-01_11-40",3,1,1,1,1,1,6,0,0,0,0,0,"Roan Dunkerley","Luca Harwood","Calan Kirkpatrick"
"283","Virginia Tech 2025-02-01_11-40",4,2,1,0,1,2,9,1,1,0,2,0,"Calan Kirkpatrick","Sam Green","Artie Aucoin"
"284","Virginia Tech 2025-02-01_11-40",5,3,1,0,0,0,0,0,0,0,0,0,NA,NA,NA
"285","Virginia Tech 2025-02-01_11-40",6,3,2,1,1,1,13,0,0,0,0,0,"Artie Aucoin","Carter Hawkins","Mason Stone"
"286","Virginia Tech 2025-02-01_11-40",7,4,2,0,1,1,5,0,0,0,1,0,"Mason Stone","Taylor Hanson","Calan Kirkpatrick"
"287","Virginia Tech 2025-02-01_11-40",8,5,2,0,1,1,6,0,0,0,1,0,"Sam Green","Charlie Leightheiser","Gavin Abrahamson"
"288","Virginia Tech 2025-02-01_11-40",9,6,2,0,1,1,3,0,0,0,1,0,"Leo Narbonne","Tomo Liou","Sam Green"
"289","Virginia Tech 2025-02-01_11-40",10,7,2,0,0,0,0,0,0,0,0,0,NA,NA,NA
"290","Virginia Tech 2025-02-01_11-40",11,7,3,1,1,1,8,0,0,0,0,0,"Roan Dunkerley","Griffin Gee","Luca Harwood"
"291","Virginia Tech 2025-02-01_11-40",12,8,3,0,1,1,13,0,0,0,1,0,"Ethan Lieman","Artie Aucoin","Shiff Burt"
"292","Virginia Tech 2025-02-01_11-40",13,9,3,0,1,1,1,0,0,0,0,1,NA,"Caelan McSweeney","Luca Harwood"
"293","Virginia Tech 2025-02-01_11-40",14,10,3,0,0,0,0,0,0,0,0,0,NA,NA,NA
"294","Virginia Tech 2025-02-01_11-40",15,10,4,1,1,2,7,1,1,0,1,0,"Luca Harwood","Shiff Burt","Ian Buchanon"
"295","Virginia Tech 2025-02-01_11-40",16,11,4,0,1,3,11,2,2,1,3,0,"Charlie Leightheiser","Ian Buchanon","Wes K-H"
"296","Virginia Tech 2025-02-01_11-40",17,12,4,0,1,1,4,0,0,0,0,1,"Sam Green","Griffin Gee","Gavin Abrahamson"
"297","Virginia Tech 2025-02-01_11-40",18,13,4,0,0,0,0,0,0,0,0,0,NA,NA,NA
"298","Wash U 2025-02-02_08-00",1,0,0,0,1,1,1,0,0,0,0,1,NA,"Artie Aucoin","Calan Kirkpatrick"
"299","Wash U 2025-02-02_08-00",2,1,0,0,0,1,13,1,1,0,0,1,NA,NA,NA
"300","Wash U 2025-02-02_08-00",3,1,1,1,1,1,2,0,0,0,0,0,"Carter Hawkins","Caelan McSweeney","Ethan Lieman"
"301","Wash U 2025-02-02_08-00",4,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA
"302","Wash U 2025-02-02_08-00",5,2,2,1,1,1,12,0,0,0,0,0,"Luca Harwood","Carter Hawkins","Caelan McSweeney"
"303","Wash U 2025-02-02_08-00",6,3,2,0,0,0,0,0,0,0,0,0,NA,NA,NA
"304","Wash U 2025-02-02_08-00",7,3,3,1,1,1,13,0,0,0,0,0,"Nadav Berkman","Ethan Lieman","Griffin Gee"
"305","Wash U 2025-02-02_08-00",8,4,3,0,1,1,16,0,0,0,1,0,"Toby Paperno","Artie Aucoin","Shiff Burt"
"306","Wash U 2025-02-02_08-00",9,5,3,0,0,2,11,2,2,0,2,0,NA,NA,NA
"307","Wash U 2025-02-02_08-00",10,5,4,1,0,1,4,1,1,0,0,0,NA,NA,NA
"308","Wash U 2025-02-02_08-00",11,5,5,1,1,1,3,0,0,0,0,0,"Caelan McSweeney","Luca Harwood","Gavin Abrahamson"
"309","Wash U 2025-02-02_08-00",12,6,5,0,0,1,9,1,1,0,0,1,NA,NA,NA
"310","Wash U 2025-02-02_08-00",13,6,6,1,1,1,2,0,0,0,0,0,"Caelan McSweeney","Roan Dunkerley","Luca Harwood"
"311","Wash U 2025-02-02_08-00",14,7,6,1,1,1,14,0,0,0,0,0,"Griffin Gee","Carter Hawkins","Artie Aucoin"
"312","Wash U 2025-02-02_08-00",15,8,6,0,1,2,29,1,0,1,1,1,"Nadav Berkman","Calan Kirkpatrick","Nadav Berkman"
"313","Wash U 2025-02-02_08-00",16,9,6,0,0,0,0,0,0,0,0,0,NA,NA,NA
"314","Wash U 2025-02-02_08-00",17,9,7,1,1,1,10,0,0,0,0,0,"Ethan Lieman","Carter Hawkins","Caelan McSweeney"
"315","Wash U 2025-02-02_08-00",18,10,7,0,0,0,0,0,0,0,0,0,NA,NA,NA
"316","Wash U 2025-02-02_08-00",19,10,8,1,1,3,34,2,2,0,1,1,"Caelan McSweeney","Calan Kirkpatrick","Luca Harwood"
"317","Wash U 2025-02-02_08-00",20,11,8,0,0,0,0,0,0,0,0,0,NA,NA,NA
"318","Wash U 2025-02-02_08-00",21,11,9,1,1,1,9,0,0,0,0,0,"Caelan McSweeney","Luca Harwood","Caelan McSweeney"
"319","Wash U 2025-02-02_08-00",22,12,9,0,1,1,2,0,0,0,1,0,"Caelan McSweeney","Toby Paperno","Carter Hawkins"
"320","Wash U 2025-02-02_08-00",23,13,9,0,0,0,0,0,0,0,0,0,NA,NA,NA
