"","game","point","possession","Thrower","Receiver","Turnover?","Thrower error?","Receiver error?","Throw to endzone?","Assist?","Secondary assist?","Huck?","Swing?","Dump?","From sideline?","To sideline?","Distance (m)","Forward distance (m)","Left-to-right distance (m)","pass.start.x","pass.start.y","pass.end.x","pass.end.y","possessionID","Started point on offense?","Scored?","possession.start.x","possession.start.y","Initiator","Passes","Secondary assist","Assist","Goal","Thrower error","Receiver error","Stalled out","line","passes"
"540","Georgia 2025-01-31_13-30",9,2,"Caelan McSweeney","Ian Buchanon",0,0,0,"0",0,0,0,1,0,0,0,12.136193,2.8906248,-11.78692,0.46413502,0.38139203,0.7827004,0.35511363,"Georgia 2025-01-31_13-30-9-2",1,"1",0.094936706,0.78196025,"Caelan McSweeney",28,"Shiff Burt","Luca Harwood","Roan Dunkerley",NA,NA,NA,"oline","(25,30]"
"541","Georgia 2025-01-31_13-30",9,2,"Ian Buchanon","Caelan McSweeney",0,0,0,"0",0,0,0,0,0,0,0,5.0673423,2.8124974,4.215189,0.7827004,0.35511363,0.6687764,0.32954547,"Georgia 2025-01-31_13-30-9-2",1,"1",0.094936706,0.78196025,"Caelan McSweeney",28,"Shiff Burt","Luca Harwood","Roan Dunkerley",NA,NA,NA,"oline","(25,30]"
"542","Georgia 2025-01-31_13-30",9,2,"Caelan McSweeney","Luca Harwood",0,0,0,"0",0,0,0,1,0,0,0,14.847883,-0.7031235,14.831225,0.6687764,0.32954547,0.26793247,0.3359375,"Georgia 2025-01-31_13-30-9-2",1,"1",0.094936706,0.78196025,"Caelan McSweeney",28,"Shiff Burt","Luca Harwood","Roan Dunkerley",NA,NA,NA,"oline","(25,30]"
"543","Georgia 2025-01-31_13-30",9,2,"Luca Harwood","Shiff Burt",0,0,0,"0",0,0,0,0,0,0,1,6.9609647,4.765626,5.0738387,0.26793247,0.3359375,0.1308017,0.29261363,"Georgia 2025-01-31_13-30-9-2",1,"1",0.094936706,0.78196025,"Caelan McSweeney",28,"Shiff Burt","Luca Harwood","Roan Dunkerley",NA,NA,NA,"oline","(25,30]"
"544","Georgia 2025-01-31_13-30",9,2,"Shiff Burt","Luca Harwood",0,0,0,"0",0,1,0,0,0,1,0,8.677311,4.374999,-7.493671,0.1308017,0.29261363,0.33333334,0.2528409,"Georgia 2025-01-31_13-30-9-2",1,"1",0.094936706,0.78196025,"Caelan McSweeney",28,"Shiff Burt","Luca Harwood","Roan Dunkerley",NA,NA,NA,"oline","(25,30]"
"545","Georgia 2025-01-31_13-30",9,2,"Luca Harwood","Roan Dunkerley",0,0,0,"1",1,0,0,0,0,0,0,15.647146,9.921875,-12.099156,0.33333334,0.2528409,0.66033757,0.16264205,"Georgia 2025-01-31_13-30-9-2",1,"1",0.094936706,0.78196025,"Caelan McSweeney",28,"Shiff Burt","Luca Harwood","Roan Dunkerley",NA,NA,NA,"oline","(25,30]"
"546","Georgia 2025-01-31_13-30",10,1,"Charlie Leightheiser",NA,1,1,0,"1",0,0,0,0,0,1,1,28.308815,28.28125,1.2489462,0.886076,0.41051137,0.8523207,0.1534091,"Georgia 2025-01-31_13-30-10-1",0,"0",0.886076,0.41051137,"Charlie Leightheiser",1,NA,NA,NA,"Charlie Leightheiser",NA,NA,"dline","(0,5]"
"547","Georgia 2025-01-31_13-30",11,1,"Nadav Berkman","Caelan McSweeney",0,0,0,"0",0,0,0,0,0,0,0,5.8168654,5.3906255,2.1856537,0.4620253,0.6541193,0.4029536,0.6051136,"Georgia 2025-01-31_13-30-11-1",1,"0",0.4620253,0.6541193,"Nadav Berkman",6,NA,NA,NA,"Ethan Lieman",NA,NA,"oline","(5,10]"
"548","Georgia 2025-01-31_13-30",11,1,"Caelan McSweeney","Mason Stone",0,0,0,"0",0,0,0,0,0,0,0,11.00874,10.703124,-2.5759492,0.4029536,0.6051136,0.47257385,0.5078125,"Georgia 2025-01-31_13-30-11-1",1,"0",0.4620253,0.6541193,"Nadav Berkman",6,NA,NA,NA,"Ethan Lieman",NA,NA,"oline","(5,10]"
"549","Georgia 2025-01-31_13-30",11,1,"Mason Stone","Ethan Lieman",0,0,0,"0",0,0,0,0,0,0,0,8.293438,5.078126,-6.556962,0.47257385,0.5078125,0.64978904,0.46164772,"Georgia 2025-01-31_13-30-11-1",1,"0",0.4620253,0.6541193,"Nadav Berkman",6,NA,NA,NA,"Ethan Lieman",NA,NA,"oline","(5,10]"
"550","Georgia 2025-01-31_13-30",11,1,"Ethan Lieman","Caelan McSweeney",0,0,0,"0",0,0,0,0,1,0,0,6.9829965,-3.1250002,-6.2447267,0.64978904,0.46164772,0.8185654,0.4900568,"Georgia 2025-01-31_13-30-11-1",1,"0",0.4620253,0.6541193,"Nadav Berkman",6,NA,NA,NA,"Ethan Lieman",NA,NA,"oline","(5,10]"
"551","Georgia 2025-01-31_13-30",11,1,"Caelan McSweeney","Ethan Lieman",0,0,0,"0",0,0,0,0,0,0,1,7.3593655,7.265624,-1.1708848,0.8185654,0.4900568,0.85021096,0.4240057,"Georgia 2025-01-31_13-30-11-1",1,"0",0.4620253,0.6541193,"Nadav Berkman",6,NA,NA,NA,"Ethan Lieman",NA,NA,"oline","(5,10]"
"552","Georgia 2025-01-31_13-30",11,1,"Ethan Lieman",NA,1,1,1,"0",0,0,0,0,0,1,1,14.962597,14.765627,-2.419831,0.85021096,0.4240057,0.9156118,0.28977272,"Georgia 2025-01-31_13-30-11-1",1,"0",0.4620253,0.6541193,"Nadav Berkman",6,NA,NA,NA,"Ethan Lieman",NA,NA,"oline","(5,10]"
"553","Georgia 2025-01-31_13-30",11,2,"Nadav Berkman",NA,1,1,0,"0",0,0,0,0,1,1,0,21.912228,-12.890625,17.71941,0.9535865,0.3622159,0.47468355,0.4794034,"Georgia 2025-01-31_13-30-11-2",1,"0",0.9535865,0.3622159,"Nadav Berkman",1,NA,NA,NA,"Nadav Berkman",NA,NA,"oline","(0,5]"
"554","Georgia 2025-01-31_13-30",12,1,"Carter Hawkins","Luca Harwood",0,0,0,"0",0,0,0,0,0,0,0,15.268134,15.234374,-1.0147688,0.6983122,0.7230114,0.7257384,0.58451706,"Georgia 2025-01-31_13-30-12-1",1,"1",0.6983122,0.7230114,"Carter Hawkins",7,"Luca Harwood","Caelan McSweeney","Ethan Lieman",NA,NA,NA,"oline","(5,10]"
"555","Georgia 2025-01-31_13-30",12,1,"Luca Harwood","Caelan McSweeney",0,0,0,"0",0,0,0,0,0,0,0,19.258928,18.906254,-3.668775,0.7257384,0.58451706,0.8248945,0.41264203,"Georgia 2025-01-31_13-30-12-1",1,"1",0.6983122,0.7230114,"Carter Hawkins",7,"Luca Harwood","Caelan McSweeney","Ethan Lieman",NA,NA,NA,"oline","(5,10]"
"556","Georgia 2025-01-31_13-30",12,1,"Caelan McSweeney","Luca Harwood",0,0,0,"0",0,0,0,1,0,0,0,13.196333,-3.2031276,12.801686,0.8248945,0.41264203,0.47890297,0.44176137,"Georgia 2025-01-31_13-30-12-1",1,"1",0.6983122,0.7230114,"Carter Hawkins",7,"Luca Harwood","Caelan McSweeney","Ethan Lieman",NA,NA,NA,"oline","(5,10]"
"557","Georgia 2025-01-31_13-30",12,1,"Luca Harwood","Carter Hawkins",0,0,0,"0",0,0,0,0,0,0,0,10.83239,7.9687505,-7.3375535,0.47890297,0.44176137,0.6772152,0.3693182,"Georgia 2025-01-31_13-30-12-1",1,"1",0.6983122,0.7230114,"Carter Hawkins",7,"Luca Harwood","Caelan McSweeney","Ethan Lieman",NA,NA,NA,"oline","(5,10]"
"558","Georgia 2025-01-31_13-30",12,1,"Carter Hawkins","Luca Harwood",0,0,0,"0",0,0,0,1,0,0,0,14.806026,-1.2499988,14.753166,0.6772152,0.3693182,0.278481,0.3806818,"Georgia 2025-01-31_13-30-12-1",1,"1",0.6983122,0.7230114,"Carter Hawkins",7,"Luca Harwood","Caelan McSweeney","Ethan Lieman",NA,NA,NA,"oline","(5,10]"
"559","Georgia 2025-01-31_13-30",12,1,"Luca Harwood","Caelan McSweeney",0,0,0,"0",0,1,0,0,0,0,0,8.993395,8.90625,1.2489451,0.278481,0.3806818,0.24472573,0.2997159,"Georgia 2025-01-31_13-30-12-1",1,"1",0.6983122,0.7230114,"Carter Hawkins",7,"Luca Harwood","Caelan McSweeney","Ethan Lieman",NA,NA,NA,"oline","(5,10]"
"560","Georgia 2025-01-31_13-30",12,1,"Caelan McSweeney","Ethan Lieman",0,0,0,"1",1,0,0,0,0,0,0,17.723286,17.578125,-2.263713,0.24472573,0.2997159,0.30590716,0.13991477,"Georgia 2025-01-31_13-30-12-1",1,"1",0.6983122,0.7230114,"Carter Hawkins",7,"Luca Harwood","Caelan McSweeney","Ethan Lieman",NA,NA,NA,"oline","(5,10]"
"561","Georgia 2025-01-31_13-30",13,1,"Artie Aucoin","Luca Harwood",0,0,0,"0",0,0,0,0,0,0,0,16.01392,11.250002,-11.3966255,0.48734176,0.77201706,0.79535866,0.6697443,"Georgia 2025-01-31_13-30-13-1",0,"0",0.48734176,0.77201706,"Artie Aucoin",6,NA,NA,NA,"Toby Paperno",NA,NA,"dline","(5,10]"
"562","Georgia 2025-01-31_13-30",13,1,"Luca Harwood","Sam Green",0,0,0,"0",0,0,0,0,0,0,0,15.391415,15.390623,0.15611827,0.79535866,0.6697443,0.79113925,0.52982956,"Georgia 2025-01-31_13-30-13-1",0,"0",0.48734176,0.77201706,"Artie Aucoin",6,NA,NA,NA,"Toby Paperno",NA,NA,"dline","(5,10]"
"563","Georgia 2025-01-31_13-30",13,1,"Sam Green","Luca Harwood",0,0,0,"0",0,0,0,0,1,0,0,12.697157,-7.734375,10.06962,0.79113925,0.52982956,0.51898736,0.60014206,"Georgia 2025-01-31_13-30-13-1",0,"0",0.48734176,0.77201706,"Artie Aucoin",6,NA,NA,NA,"Toby Paperno",NA,NA,"dline","(5,10]"
"564","Georgia 2025-01-31_13-30",13,1,"Luca Harwood","Leo Narbonne",0,0,0,"0",0,0,0,0,0,0,0,13.197603,9.375004,-9.289028,0.51898736,0.60014206,0.7700422,0.51491475,"Georgia 2025-01-31_13-30-13-1",0,"0",0.48734176,0.77201706,"Artie Aucoin",6,NA,NA,NA,"Toby Paperno",NA,NA,"dline","(5,10]"
"565","Georgia 2025-01-31_13-30",13,1,"Leo Narbonne","Toby Paperno",0,0,0,"0",0,0,0,0,0,0,1,12.215188,11.406247,-4.3713093,0.7700422,0.51491475,0.8881857,0.4112216,"Georgia 2025-01-31_13-30-13-1",0,"0",0.48734176,0.77201706,"Artie Aucoin",6,NA,NA,NA,"Toby Paperno",NA,NA,"dline","(5,10]"
"566","Georgia 2025-01-31_13-30",13,1,"Toby Paperno",NA,1,1,0,"1",0,0,0,0,0,1,0,29.188145,28.125,7.8059072,0.8881857,0.4112216,0.6772152,0.15553977,"Georgia 2025-01-31_13-30-13-1",0,"0",0.48734176,0.77201706,"Artie Aucoin",6,NA,NA,NA,"Toby Paperno",NA,NA,"dline","(5,10]"
"567","Georgia 2025-01-31_13-30",14,1,"Artie Aucoin","Leo Narbonne",0,0,0,"0",0,0,0,0,0,0,0,12.542729,10.390621,-7.0253158,0.56751055,0.66548294,0.75738394,0.57102275,"Georgia 2025-01-31_13-30-14-1",0,"0",0.56751055,0.66548294,"Artie Aucoin",6,NA,NA,NA,"Artie Aucoin",NA,NA,"dline","(5,10]"
"568","Georgia 2025-01-31_13-30",14,1,"Leo Narbonne","Nima Lhamo",0,0,0,"0",0,0,0,0,0,0,0,12.108378,6.484376,10.225737,0.75738394,0.57102275,0.48101267,0.5120739,"Georgia 2025-01-31_13-30-14-1",0,"0",0.56751055,0.66548294,"Artie Aucoin",6,NA,NA,NA,"Artie Aucoin",NA,NA,"dline","(5,10]"
"569","Georgia 2025-01-31_13-30",14,1,"Nima Lhamo","Jonathan Coombs",0,0,0,"0",0,0,0,1,0,0,0,12.195273,3.9062512,11.552744,0.48101267,0.5120739,0.16877638,0.4765625,"Georgia 2025-01-31_13-30-14-1",0,"0",0.56751055,0.66548294,"Artie Aucoin",6,NA,NA,NA,"Artie Aucoin",NA,NA,"dline","(5,10]"
"570","Georgia 2025-01-31_13-30",14,1,"Jonathan Coombs","Nima Lhamo",0,0,0,"0",0,0,0,1,0,0,0,12.913776,3.8281238,-12.333333,0.16877638,0.4765625,0.5021097,0.44176137,"Georgia 2025-01-31_13-30-14-1",0,"0",0.56751055,0.66548294,"Artie Aucoin",6,NA,NA,NA,"Artie Aucoin",NA,NA,"dline","(5,10]"
"571","Georgia 2025-01-31_13-30",14,1,"Nima Lhamo","Artie Aucoin",0,0,0,"0",0,0,0,0,0,0,0,10.668509,7.1874995,-7.8839664,0.5021097,0.44176137,0.7151899,0.37642047,"Georgia 2025-01-31_13-30-14-1",0,"0",0.56751055,0.66548294,"Artie Aucoin",6,NA,NA,NA,"Artie Aucoin",NA,NA,"dline","(5,10]"
"572","Georgia 2025-01-31_13-30",14,1,"Artie Aucoin",NA,1,1,0,"0",0,0,0,0,0,0,0,7.189198,7.187503,0.15611827,0.7151899,0.37642047,0.71097046,0.31107953,"Georgia 2025-01-31_13-30-14-1",0,"0",0.56751055,0.66548294,"Artie Aucoin",6,NA,NA,NA,"Artie Aucoin",NA,NA,"dline","(5,10]"
"573","Georgia 2025-01-31_13-30",14,2,"Caelan McSweeney","Artie Aucoin",0,0,0,"0",0,0,0,0,0,0,0,17.459314,10.468755,-13.972573,0.47046414,0.76420456,0.84810126,0.66903406,"Georgia 2025-01-31_13-30-14-2",0,"1",0.47046414,0.76420456,"Caelan McSweeney",11,"Caelan McSweeney","Shiff Burt","Nima Lhamo",NA,NA,NA,"dline","(10,15]"
"574","Georgia 2025-01-31_13-30",14,2,"Artie Aucoin","Leo Narbonne",0,0,0,"0",0,0,0,0,1,0,1,10.970637,-10.625003,-2.7320676,0.84810126,0.66903406,0.9219409,0.765625,"Georgia 2025-01-31_13-30-14-2",0,"1",0.47046414,0.76420456,"Caelan McSweeney",11,"Caelan McSweeney","Shiff Burt","Nima Lhamo",NA,NA,NA,"dline","(10,15]"
"575","Georgia 2025-01-31_13-30",14,2,"Leo Narbonne","Shiff Burt",0,0,0,"0",0,0,0,0,0,1,1,14.95125,14.921878,0.93670964,0.9219409,0.765625,0.89662445,0.62997156,"Georgia 2025-01-31_13-30-14-2",0,"1",0.47046414,0.76420456,"Caelan McSweeney",11,"Caelan McSweeney","Shiff Burt","Nima Lhamo",NA,NA,NA,"dline","(10,15]"
"576","Georgia 2025-01-31_13-30",14,2,"Shiff Burt","Caelan McSweeney",0,0,0,"0",0,0,0,0,0,1,0,10.330939,8.046871,6.478902,0.89662445,0.62997156,0.721519,0.5568182,"Georgia 2025-01-31_13-30-14-2",0,"1",0.47046414,0.76420456,"Caelan McSweeney",11,"Caelan McSweeney","Shiff Burt","Nima Lhamo",NA,NA,NA,"dline","(10,15]"
"577","Georgia 2025-01-31_13-30",14,2,"Caelan McSweeney","Roan Dunkerley",0,0,0,"0",0,0,0,0,0,0,0,28.190868,27.656252,5.464135,0.721519,0.5568182,0.57383966,0.30539772,"Georgia 2025-01-31_13-30-14-2",0,"1",0.47046414,0.76420456,"Caelan McSweeney",11,"Caelan McSweeney","Shiff Burt","Nima Lhamo",NA,NA,NA,"dline","(10,15]"
"578","Georgia 2025-01-31_13-30",14,2,"Roan Dunkerley","Nima Lhamo",0,0,0,"0",0,0,0,1,0,0,0,12.099156,0,12.099156,0.57383966,0.30539772,0.24683544,0.30539772,"Georgia 2025-01-31_13-30-14-2",0,"1",0.47046414,0.76420456,"Caelan McSweeney",11,"Caelan McSweeney","Shiff Burt","Nima Lhamo",NA,NA,NA,"dline","(10,15]"
"579","Georgia 2025-01-31_13-30",14,2,"Nima Lhamo","Caelan McSweeney",0,0,0,"0",0,0,0,0,1,0,0,7.127999,-5.859377,-4.059072,0.24683544,0.30539772,0.35654008,0.35866478,"Georgia 2025-01-31_13-30-14-2",0,"1",0.47046414,0.76420456,"Caelan McSweeney",11,"Caelan McSweeney","Shiff Burt","Nima Lhamo",NA,NA,NA,"dline","(10,15]"
"580","Georgia 2025-01-31_13-30",14,2,"Caelan McSweeney","Artie Aucoin",0,0,0,"0",0,0,0,0,0,0,0,11.216598,4.6093745,-10.225739,0.35654008,0.35866478,0.6329114,0.31676137,"Georgia 2025-01-31_13-30-14-2",0,"1",0.47046414,0.76420456,"Caelan McSweeney",11,"Caelan McSweeney","Shiff Burt","Nima Lhamo",NA,NA,NA,"dline","(10,15]"
"581","Georgia 2025-01-31_13-30",14,2,"Artie Aucoin","Caelan McSweeney",0,0,0,"0",0,0,0,0,0,0,0,6.2365665,6.0937524,-1.3270054,0.6329114,0.31676137,0.6687764,0.26136363,"Georgia 2025-01-31_13-30-14-2",0,"1",0.47046414,0.76420456,"Caelan McSweeney",11,"Caelan McSweeney","Shiff Burt","Nima Lhamo",NA,NA,NA,"dline","(10,15]"
"582","Georgia 2025-01-31_13-30",14,2,"Caelan McSweeney","Shiff Burt",0,0,0,"0",0,1,0,0,1,0,0,6.1595993,-3.1250002,5.308017,0.6687764,0.26136363,0.5253165,0.28977272,"Georgia 2025-01-31_13-30-14-2",0,"1",0.47046414,0.76420456,"Caelan McSweeney",11,"Caelan McSweeney","Shiff Burt","Nima Lhamo",NA,NA,NA,"dline","(10,15]"
"583","Georgia 2025-01-31_13-30",14,2,"Shiff Burt","Nima Lhamo",0,0,0,"1",1,0,0,0,0,0,0,15.575787,15.156249,-3.590716,0.5253165,0.28977272,0.62236285,0.15198864,"Georgia 2025-01-31_13-30-14-2",0,"1",0.47046414,0.76420456,"Caelan McSweeney",11,"Caelan McSweeney","Shiff Burt","Nima Lhamo",NA,NA,NA,"dline","(10,15]"
"584","Georgia 2025-01-31_13-30",16,1,"Caelan McSweeney","Luca Harwood",0,0,0,"0",0,0,0,0,0,0,0,10.162405,-0.546872,-10.147679,0.48734176,0.6015625,0.76160336,0.60653406,"Georgia 2025-01-31_13-30-16-1",1,"0",0.48734176,0.6015625,"Caelan McSweeney",4,NA,NA,NA,"Caelan McSweeney",NA,NA,"oline","(0,5]"
"585","Georgia 2025-01-31_13-30",16,1,"Luca Harwood","Roan Dunkerley",0,0,0,"0",0,0,0,0,0,0,1,12.261518,10.937499,-5.5421944,0.76160336,0.60653406,0.9113924,0.50710225,"Georgia 2025-01-31_13-30-16-1",1,"0",0.48734176,0.6015625,"Caelan McSweeney",4,NA,NA,NA,"Caelan McSweeney",NA,NA,"oline","(0,5]"
"586","Georgia 2025-01-31_13-30",16,1,"Roan Dunkerley","Caelan McSweeney",0,0,0,"0",0,0,0,1,0,1,0,14.920367,-3.4375,14.518986,0.9113924,0.50710225,0.51898736,0.53835225,"Georgia 2025-01-31_13-30-16-1",1,"0",0.48734176,0.6015625,"Caelan McSweeney",4,NA,NA,NA,"Caelan McSweeney",NA,NA,"oline","(0,5]"
"587","Georgia 2025-01-31_13-30",16,1,"Caelan McSweeney",NA,1,1,0,"0",0,0,0,0,0,0,0,11.134716,9.218746,6.2447267,0.51898736,0.53835225,0.35021096,0.45454547,"Georgia 2025-01-31_13-30-16-1",1,"0",0.48734176,0.6015625,"Caelan McSweeney",4,NA,NA,NA,"Caelan McSweeney",NA,NA,"oline","(0,5]"
"588","Georgia 2025-01-31_13-30",16,2,"Shiff Burt","Caelan McSweeney",0,0,0,"0",0,1,0,0,0,1,0,17.98073,17.734375,2.966245,0.871308,0.625,0.79113925,0.4637784,"Georgia 2025-01-31_13-30-16-2",1,"1",0.871308,0.625,"Shiff Burt",2,"Shiff Burt","Caelan McSweeney","Gavin Abrahamson",NA,NA,NA,"oline","(0,5]"
"589","Georgia 2025-01-31_13-30",16,2,"Caelan McSweeney","Gavin Abrahamson",0,0,0,"1",1,0,0,0,0,0,0,29.278748,29.21875,1.8734171,0.79113925,0.4637784,0.74050635,0.1981534,"Georgia 2025-01-31_13-30-16-2",1,"1",0.871308,0.625,"Shiff Burt",2,"Shiff Burt","Caelan McSweeney","Gavin Abrahamson",NA,NA,NA,"oline","(0,5]"
"590","Georgia 2025-01-31_13-30",18,1,"Carter Hawkins","Caelan McSweeney",0,0,0,"0",0,0,0,0,0,0,0,9.254235,4.296875,-8.196202,0.23839663,0.58309656,0.4599156,0.54403406,"Georgia 2025-01-31_13-30-18-1",1,"1",0.23839663,0.58309656,"Carter Hawkins",7,"Ethan Lieman","Caelan McSweeney","Ethan Lieman",NA,NA,NA,"oline","(5,10]"
"591","Georgia 2025-01-31_13-30",18,1,"Caelan McSweeney","Mason Stone",0,0,0,"0",0,0,0,0,0,0,0,10.229132,9.765621,-3.044303,0.4599156,0.54403406,0.54219407,0.4552557,"Georgia 2025-01-31_13-30-18-1",1,"1",0.23839663,0.58309656,"Carter Hawkins",7,"Ethan Lieman","Caelan McSweeney","Ethan Lieman",NA,NA,NA,"oline","(5,10]"
"592","Georgia 2025-01-31_13-30",18,1,"Mason Stone","Ethan Lieman",0,0,0,"0",0,0,0,0,0,0,0,10.758773,10.703127,-1.0928279,0.54219407,0.4552557,0.57172996,0.35795453,"Georgia 2025-01-31_13-30-18-1",1,"1",0.23839663,0.58309656,"Carter Hawkins",7,"Ethan Lieman","Caelan McSweeney","Ethan Lieman",NA,NA,NA,"oline","(5,10]"
"593","Georgia 2025-01-31_13-30",18,1,"Ethan Lieman","Caelan McSweeney",0,0,0,"0",0,0,0,0,1,0,0,9.145676,-4.765626,-7.8059072,0.57172996,0.35795453,0.7827004,0.4012784,"Georgia 2025-01-31_13-30-18-1",1,"1",0.23839663,0.58309656,"Carter Hawkins",7,"Ethan Lieman","Caelan McSweeney","Ethan Lieman",NA,NA,NA,"oline","(5,10]"
"594","Georgia 2025-01-31_13-30",18,1,"Caelan McSweeney","Ethan Lieman",0,0,0,"0",0,0,0,0,0,0,0,9.119071,6.171873,6.713079,0.7827004,0.4012784,0.60126585,0.34517047,"Georgia 2025-01-31_13-30-18-1",1,"1",0.23839663,0.58309656,"Carter Hawkins",7,"Ethan Lieman","Caelan McSweeney","Ethan Lieman",NA,NA,NA,"oline","(5,10]"
"595","Georgia 2025-01-31_13-30",18,1,"Ethan Lieman","Caelan McSweeney",0,0,0,"0",0,1,0,0,0,0,0,8.619747,1.7968774,-8.430378,0.60126585,0.34517047,0.8291139,0.32883522,"Georgia 2025-01-31_13-30-18-1",1,"1",0.23839663,0.58309656,"Carter Hawkins",7,"Ethan Lieman","Caelan McSweeney","Ethan Lieman",NA,NA,NA,"oline","(5,10]"
"596","Georgia 2025-01-31_13-30",18,1,"Caelan McSweeney","Ethan Lieman",0,0,0,"1",1,0,0,0,0,0,1,17.403416,17.265625,-2.1856558,0.8291139,0.32883522,0.8881857,0.171875,"Georgia 2025-01-31_13-30-18-1",1,"1",0.23839663,0.58309656,"Carter Hawkins",7,"Ethan Lieman","Caelan McSweeney","Ethan Lieman",NA,NA,NA,"oline","(5,10]"
"597","Georgia 2025-01-31_13-30",19,1,"Nadav Berkman","Nima Lhamo",0,0,0,"0",0,0,0,1,0,0,0,16.519512,-7.734375,14.597045,0.613924,0.5823864,0.21940929,0.6526989,"Georgia 2025-01-31_13-30-19-1",0,"0",0.613924,0.5823864,"Nadav Berkman",2,NA,NA,NA,"Nima Lhamo",NA,NA,"dline","(0,5]"
"598","Georgia 2025-01-31_13-30",19,1,"Nima Lhamo",NA,1,1,0,"0",0,0,0,0,0,0,1,28.533707,13.359376,-25.21308,0.21940929,0.6526989,0.90084386,0.53125,"Georgia 2025-01-31_13-30-19-1",0,"0",0.613924,0.5823864,"Nadav Berkman",2,NA,NA,NA,"Nima Lhamo",NA,NA,"dline","(0,5]"
"599","Georgia 2025-01-31_13-30",19,2,"Nadav Berkman",NA,1,1,0,"0",0,0,0,0,0,1,1,15.250564,15.234374,0.70253164,0.01898734,0.6015625,0,0.4630682,"Georgia 2025-01-31_13-30-19-2",0,"0",0.01898734,0.6015625,"Nadav Berkman",1,NA,NA,NA,"Nadav Berkman",NA,NA,"dline","(0,5]"
"600","Georgia 2025-01-31_13-30",20,1,"Carter Hawkins","Caelan McSweeney",0,0,0,"0",0,0,0,0,0,0,0,9.733164,9.218749,3.1223621,0.56329113,0.73508525,0.47890297,0.65127844,"Georgia 2025-01-31_13-30-20-1",1,"0",0.56329113,0.73508525,"Carter Hawkins",4,NA,NA,NA,"Ethan Lieman",NA,NA,"oline","(0,5]"
"601","Georgia 2025-01-31_13-30",20,1,"Caelan McSweeney","Gavin Abrahamson",0,0,0,"0",0,0,0,0,0,0,0,12.511534,11.015627,-5.932489,0.47890297,0.65127844,0.6392405,0.5511364,"Georgia 2025-01-31_13-30-20-1",1,"0",0.56329113,0.73508525,"Carter Hawkins",4,NA,NA,NA,"Ethan Lieman",NA,NA,"oline","(0,5]"
"602","Georgia 2025-01-31_13-30",20,1,"Gavin Abrahamson","Ethan Lieman",0,0,0,"0",0,0,0,1,0,0,0,16.793844,3.9843786,16.314346,0.6392405,0.5511364,0.19831224,0.51491475,"Georgia 2025-01-31_13-30-20-1",1,"0",0.56329113,0.73508525,"Carter Hawkins",4,NA,NA,NA,"Ethan Lieman",NA,NA,"oline","(0,5]"
"603","Georgia 2025-01-31_13-30",20,1,"Ethan Lieman",NA,1,1,0,"0",0,0,0,0,0,0,0,17.727299,10.390624,-14.36287,0.19831224,0.51491475,0.5864979,0.42045453,"Georgia 2025-01-31_13-30-20-1",1,"0",0.56329113,0.73508525,"Carter Hawkins",4,NA,NA,NA,"Ethan Lieman",NA,NA,"oline","(0,5]"
"604","Georgia 2025-01-31_13-30",20,2,"Carter Hawkins","Caelan McSweeney",0,0,0,"0",0,0,0,0,0,1,0,8.322581,7.265624,4.059073,0.943038,0.43039772,0.8333333,0.3643466,"Georgia 2025-01-31_13-30-20-2",1,"1",0.943038,0.43039772,"Carter Hawkins",6,"Carter Hawkins","Luca Harwood","Caelan McSweeney",NA,NA,NA,"oline","(5,10]"
"605","Georgia 2025-01-31_13-30",20,2,"Caelan McSweeney","Carter Hawkins",0,0,0,"0",0,0,0,0,1,0,0,10.263195,-2.656249,9.913502,0.8333333,0.3643466,0.56540084,0.3884943,"Georgia 2025-01-31_13-30-20-2",1,"1",0.943038,0.43039772,"Carter Hawkins",6,"Carter Hawkins","Luca Harwood","Caelan McSweeney",NA,NA,NA,"oline","(5,10]"
"606","Georgia 2025-01-31_13-30",20,2,"Carter Hawkins","Luca Harwood",0,0,0,"0",0,0,0,1,0,0,0,13.521905,2.9687488,13.191983,0.56540084,0.3884943,0.20886075,0.3615057,"Georgia 2025-01-31_13-30-20-2",1,"1",0.943038,0.43039772,"Carter Hawkins",6,"Carter Hawkins","Luca Harwood","Caelan McSweeney",NA,NA,NA,"oline","(5,10]"
"607","Georgia 2025-01-31_13-30",20,2,"Luca Harwood","Carter Hawkins",0,0,0,"0",0,0,0,0,0,0,0,4.9336085,4.5312505,1.9514768,0.20886075,0.3615057,0.15611814,0.3203125,"Georgia 2025-01-31_13-30-20-2",1,"1",0.943038,0.43039772,"Carter Hawkins",6,"Carter Hawkins","Luca Harwood","Caelan McSweeney",NA,NA,NA,"oline","(5,10]"
"608","Georgia 2025-01-31_13-30",20,2,"Carter Hawkins","Luca Harwood",0,0,0,"0",0,1,0,0,1,0,0,9.221977,-4.374999,-8.118143,0.15611814,0.3203125,0.3755274,0.36008522,"Georgia 2025-01-31_13-30-20-2",1,"1",0.943038,0.43039772,"Carter Hawkins",6,"Carter Hawkins","Luca Harwood","Caelan McSweeney",NA,NA,NA,"oline","(5,10]"
