Created,Point,Player,In own endzone?,In opponent's endzone?,Stall out?,Callahan?,Location X (0 -> 1 = left sideline -> right sideline),Location Y (0 -> 1 = back of opponent endzone -> back of own endzone)
2025-02-02 10:11:04,11,Roan Dunkerley,1,0,0,0,0.71308017,0.8536932
2025-02-02 10:30:57,16,Ethan Lieman,0,0,0,0,0.64978904,0.70170456
2025-02-02 10:38:35,18,Nima Lhamo,0,0,0,0,0.6413502,0.65625
